nr,Name,Plate,Fibre Volume Fraction,Lab,Laminate ,Cut angle ,Manufacturer,Geometry,Material,taverage,wmax,wmin,waverage,area,Lnominal,Lmeasured,Lgauge,Radius (waist),TG and phase,Phase,start date,end date,Test type,R-value1,Fmax,Ferror,Fstatic,Ffatigue,"Fmax, 90",epsmax,epsstatic,epsfatigue,eps90,eps45,Nu,smax,"smax,static","smax, fatigue",shear strain,shear strength,shear modulus (near other moduli),Torquemax,Torquefatigue,Torquestatic,Ncycles,level,levelcalc,Nspectrum,failure mode,runout,R-value2,Fmax2,epsmax2,smax2,Ncycles2,ratedisplacement,f,f2,Eit,Eic,Eft,Efc,"Elur,front","Elur, back",eps_max_t,eps_max_c,Machine,control,grip,ABG,Temp.,Temp. control,Environment,Reference document,Remarks,Invalid ,Bending ,Buckling ,Overheating,Tab failure ,Delaminated ,Incomplete measurement data ,Strain from E ,LUR,TEC,data delivered under name,Repair characteristics,Strain measurement equipment (long),Strain measurement equipment (short),Grip pressure,time per test
3466,GEV207_S3200_0203,1002,#N/B,CRES,MD2,0,GAMESA,S3200,GE1,7.41,25.03,24.77,24.88,184.26,610,,500.00,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,47.32,,47.32,,,1.06,1.06,,,,,256.81,256.81,,,,,9779.51,,,1,,,,,,,,,,,4,,,26.26,,,,,,0.0098,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=3.023%, Et is the average from 24.10GPa and 25.14GPa, strain at failure is average from 0.9971% and 1.1208%",,x,,,,,,,,,GAM05-03,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3467,GEV207_S3200_0205,1002,#N/B,CRES,MD2,0,GAMESA,S3200,GE1,7.36,24.91,24.69,24.76,182.25,610,,500.00,,TG 4 phase I,I,07/11/2005,07/11/2005,STT,,46.07,,46.07,,,1.11,1.11,,,,,252.78,252.78,,,,,10493.15,,,1,,,,,,,,,,,4,,,24.09,,,,,,0.0105,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=6.5098%, Et is the average from 23.95GPa and 24.23GPa, strain at failure is average from 1.0898% and 1.1263%",,x,,,,,,,,,GAM05-05,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3468,GEV307_R0400_0042,193,0.00,DLR,MD4,0,LM,R0400,GE2,6.57,,,25.52,167.67,150,40.00,,,TG 1 phase II,II,21/12/2005,23/12/2005,CA,0.1,33.43,,,33.43,,,,,,,,199.38,,199.38,,,,#WAARDE!,,,956059,3,3,,t,,,,,,,,6.11,,,,,,,,,,"200 kN HUN, DLR",l,m,n,,fan,"d, RT",OB_TG1_R022,,,,,,x,,,,,,,,,,,43.47
3469,GEV307_R0400_0043,193,0.00,DLR,MD4,0,LM,R0400,GE2,6.59,,,25.70,169.36,150,40.00,,,TG 1 phase II,II,21/12/2005,21/12/2005,CA,0.1,45.49,,,45.49,,,,,,,,268.59,,268.59,,,,#WAARDE!,,,46507,2,2,,t,,,,,,,,3.34,,,,,,,,,,"200 kN HUN, DLR",l,m,n,,fan,"d, RT",OB_TG1_R022,,,,,,x,,,,,,,,,,,3.87
3470,GEV307_R0400_0044,193,0.00,DLR,MD4,0,LM,R0400,GE2,6.56,,,25.53,167.48,150,40.00,,,TG 1 phase II,II,20/12/2005,21/12/2005,CA,0.1,45.19,,,45.19,,,,,,,,269.82,,269.82,,,,#WAARDE!,,,42044,2,2,,t,,,,,,,,3.34,,,,,,,,,,"200 kN HUN, DLR",l,m,n,,fan,"d, RT",OB_TG1_R022,,,,,,x,,,,,,,,,,,3.50
3471,GEV307_R0400_0045,193,0.00,DLR,MD4,0,LM,R0400,GE2,6.66,,,25.59,170.43,150,40.00,,,TG 1 phase II,II,20/12/2005,20/12/2005,CA,0.1,57.07,,,57.07,,,,,,,,334.84,,334.84,,,,#WAARDE!,,,7356,1,1b,,t,,,,,,,,2.11,,,,,,,,,,"200 kN HUN, DLR",l,m,n,,fan,"d, RT",OB_TG1_R022,,,,,,x,,,,,,,,,,,0.97
3472,GEV307_R0400_0046,193,0.00,DLR,MD4,0,LM,R0400,GE2,6.64,,,25.47,169.12,150,40.00,,,TG 1 phase II,II,19/12/2005,20/12/2005,CA,0.1,45.08,,,45.08,,,,,,,,266.57,,266.57,,,,#WAARDE!,,,51634,2,2,,t,,,,,,,,3.34,,,,,,,,,,"200 kN HUN, DLR",l,m,n,,fan,"d, RT",OB_TG1_R022,,,,,,x,,,,,,,,,,,4.29
3473,GEV307_R0400_0047,193,0.00,DLR,MD4,0,LM,R0400,GE2,6.80,,,25.60,174.08,150,40.00,,,TG 1 phase II,II,19/12/2005,19/12/2005,CA,0.1,57.09,,,57.09,,,,,,,,327.94,,327.94,,,,#WAARDE!,,,6754,1,1b,,t,,,,,,,,2.11,,,,,,,,,,"200 kN HUN, DLR",l,m,n,,fan,"d, RT",OB_TG1_R022,,,,,,x,,,,,,,,,,,0.89
3474,GEV307_R0400_0048,193,0.00,DLR,MD4,0,LM,R0400,GE2,6.74,,,25.43,171.40,150,40.00,,,TG 1 phase II,II,15/12/2005,19/12/2005,CA,0.1,33.31,,,33.31,,,,,,,,194.34,,194.34,,,,#WAARDE!,,,1946304,3,3,,t,,,,,,,,6.10,,,,,,,,,,"200 kN HUN, DLR",l,m,n,,fan,"d, RT",OB_TG1_R022,,,,,,x,,,,,,,,,,,88.63
3475,GEV307_R0400_0049,193,0.00,DLR,MD4,0,LM,R0400,GE2,6.61,,,25.81,170.6041,150,40,,,TG 1 phase II,II,14/12/2005,15/12/2005,CA,0.1,45.684,,,45.684,,,,,,,,267.7778553,,267.7778553,,,,#WAARDE!,,,64868,2,2,,t,,,,,,,,3.34,,,,,,,,,,"200 kN HUN, DLR",l,m,n,,fan,"d, RT",OB_TG1_R022,,,,,,x,,,,,,,,,,,5.39
3476,GEV307_R0400_0050,193,0.00,DLR,MD4,0,LM,R0400,GE2,6.66,,,25.56,170.2296,150,40,,,TG 1 phase II,II,14/12/2005,14/12/2005,CA,0.1,56.999,,,56.999,,,,,,,,334.8360097,,334.8360097,,,,#WAARDE!,,,6408,1,1b,,t,,,,,,,,2.11,,,,,,,,,,"200 kN HUN, DLR",l,m,n,,fan,"d, RT",OB_TG1_R022,,,,,,x,,,,,,,,,,,0.84
3489,GEV207_R0400_0577,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.4,25.1,25.1,25.1,160.64,150,150,39.7,,TG 1 phase I,I,03/12/2003,03/12/2003,WX,,43.875,,,43.875,,,,,,,,273.126245,273.126245,273.13,,,,#DELING.DOOR.0!,,,247253,3,3,19.26997116,,,,,,,,,112.5 kN/s,,,,,,,,,,"250 kN MTS, TUD Aerospace",l,h,n,,fan,"d, RT",OB_TG1_R024,"Tests carried out at TUD, not following (N)WISPER(X) test spec. 100 levels per second.",,,,,,,x,,,,,,,,,#WAARDE!
3490,GEV207_R0400_0576,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.35,25.1,25.1,25.1,159.385,150,149.9,40,,TG 1 phase I,I,28/11/2003,01/12/2003,WX,,52.65,,,52.65,,,,,,,,322.7091633,,330.3322144,,,,#WAARDE!,,,64056,,,4.992284311,,,,,,,,,135 kN/s,,,,,,,,,,"250 kN MTS, TUD Aerospace",l,h,n,,fan,"d, RT",OB_TG1_R024,,,,,,,,x,,,,,,,,,#WAARDE!
3491,GEV207_R0400_0572,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.35,25.1,25.1,25.1,159.385,150,150,40,,TG 1 phase I,I,31/10/2003,31/10/2003,WX,,58.5,,,58.5,,,,,,,,367.0357938,367.0357938,367.0357938,,,,#DELING.DOOR.0!,,,16631,,,1.296157743,,,,,,,,,150 kN/s,,,,,,,,,,"250 kN MTS, TUD Aerospace",l,h,n,,fan,"d, RT",OB_TG1_R024,"Tests carried out at TUD, not following (N)WISPER(X) test spec. 100 levels per second.",,,,,,,x,,,,,,,,,#WAARDE!
3492,GEV207_R0400_0588,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.3,25.24,25.23,25.235,158.949,150,150.29,39.8225,,TG 1 phase I,I,02/12/2005,05/12/2005,WX,,45.68,,,45.68,,,,,,,,287.3877785,,287.3877785,,,,#WAARDE!,,,159724,2,2,12.4482893,,,,,,,,,426.98 kN/s,,28.49,29.235,,,,,,,"100 kN Instron, WMC",l,h,n,30,fan,"d, RT",OB_TG1_R024,Slow cycle ±10 kN,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",100,#WAARDE!
3493,GEV207_R0400_0614,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.48,24.99,24.92,24.955,161.4816,150,150.52,40.13,,TG 1 phase I,I,05/12/2005,08/12/2005,WX,,45.17,,,45.17,,,,,,,,279.7222718,,279.7222718,,,,#WAARDE!,,,220254,2,2,17.1657704,,,,,,,,,422.24 kN/s,,29.175,28.735,,,,,,,"100 kN Instron, WMC",l,h,n,28.04,fan,"d, RT",OB_TG1_R024,Slow cycle ±10 kN,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",100,#WAARDE!
3494,GEV207_R0400_0609,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.42,25.06,25.06,25.06,160.8852,150,150,39.9,,TG 1 phase I,I,01/11/2003,01/11/2003,WX,,58.5,,,58.5,,,,,,,,363.6133094,363.6133094,363.6133094,,,,#WAARDE!,,,31400,,,2.447198192,,,,,,,,,150 kN/s,,,,,,,,,,"250 kN MTS, TUD Aerospace",l,h,n,,fan,"d, RT",OB_TG1_R024,"Tests carried out at TUD, not following (N)WISPER(X) test spec. 100 levels per second.",,,,,,,x,,,,,,,,,#WAARDE!
3495,GEV207_R0400_0601,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.5,24.97,24.97,24.97,162.305,150,150,40.1,,TG 1 phase I,I,01/12/2003,01/12/2003,WX,,52.65,,,52.65,,,,,,,,324.3892671,324.3892671,324.3892671,,,,#WAARDE!,,,68792,,,5.361390383,,,,,,,,,135 kN/s,,,,,,,,,,"250 kN MTS, TUD Aerospace",l,h,n,,fan,"d, RT",OB_TG1_R024,"Tests carried out at TUD, not following (N)WISPER(X) test spec. 100 levels per second.",,,,,,,x,,,,,,,,,#WAARDE!
3496,GEV207_R0400_0606,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.4,25.23,25.23,25.23,161.472,150,150,39.6,,TG 1 phase I,I,01/12/2003,01/12/2003,WX,,46.8,,,46.8,,,,,,,,289.8335315,289.8335315,289.8335315,,,,#WAARDE!,,,119374,2,2,9.303561687,,,,,,,,,120 kN/s,,,,,,,,,,"250 kN MTS, TUD Aerospace",l,h,n,,fan,"d, RT",OB_TG1_R024,"Tests carried out at TUD, not following (N)WISPER(X) test spec. 100 levels per second.",,,,,,,x,,,,,,,,,#WAARDE!
3497,GEV207_R0400_0607,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.45,25.24,25.24,25.24,162.798,150,150,39.6,,TG 1 phase I,I,02/12/2003,02/12/2003,WX,,46.8,,,46.8,,,,,,,,287.4728191,287.4728191,287.4728191,,,,#WAARDE!,,,140757,2,2,10.97007248,,,,,,,,,120 kN/s,,,,,,,,,,"250 kN MTS, TUD Aerospace",l,h,n,,fan,"d, RT",OB_TG1_R024,"Tests carried out at TUD, not following (N)WISPER(X) test spec. 100 levels per second.",,,,,,,x,,,,,,,,,#WAARDE!
3498,GEV307_R0400_0024,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.535,25.42,25.4,25.41,165.989,150,150.1,39.765,,TG 1 phase II,II,23/12/2005,02/01/2006,W,,45.99,,,45.99,,,,,,,,277.0665526,,277.0665526,,,,#WAARDE!,,,7575664,2,2,57.08391919,,,,,,,,,429.94 kN/s,,27.94,28.11,,,,,,,"100 kN Instron, WMC",l,h,n,29.5,fan,"d, RT",OB_TG1_R024,Slow cycle ±10 kN,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",100,#WAARDE!
3499,GEV307_R0400_0020,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.695,25.39,25.34,25.365,169.6513,150,150.25,39.5,,TG 1 phase II,II,14/12/2005,23/12/2005,W,,45.91,,,45.91,,,,,,,,270.6139004,,270.6139004,,,,#WAARDE!,,,9589994,,,72.262239,,,,,,,,,429.18 kN/s,,,28.48,,,,,,,"100 kN Instron, WMC",l,h,n,28.52,fan,"d, RT",OB_TG1_R024,Slow cycle ±10 kN; Test interrupted several times.,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",100,#WAARDE!
3500,GEV307_R0400_0007,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.615,25.46,25.42,25.44,168.1533,150,150.23,39.605,,TG 1 phase II,II,17/11/2005,17/11/2005,STT,,103,,103,,,,,,,,,612.5362987,612.5362987,,,,,10461.76,,,1,,,,,,,,,,,0.25,,,29.955,28.595,,,,,0.0204,0.0214,"250 kN homebuilt, WMC",d,m,n,28.76,,"d, RT",,Slow cycle ±10 kN,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",250 Nm,0.25
3501,GEV307_R0400_0005,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.66,25.38,25.32,25.35,168.6312,150,150.21,39.5875,,TG 1 phase II,II,16/11/2005,16/11/2005,STT,,107,,107,,,,,,,,,634.5207767,634.5207767,,,,,11272.35,,,1,,,,,,,,,,,0.25,,,27.695,28.595,,,,,0.0229,0.0222,"250 kN homebuilt, WMC",d,m,n,28.27,,"d, RT",,Slow cycle ±10 kN,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",250 Nm,0.25
3502,GEV307_R0400_0001,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.52,25.41,25.37,25.39,165.4124,150,150.12,39.4475,,TG 1 phase II,II,09/11/2005,16/11/2005,STT,,104,,104,,,,,,,,,628.7315824,628.7315824,,,,,#WAARDE!,,,1,,,,,,,,,,,0.25,,,28.105,,,,,,,,"250 kN homebuilt, WMC",l,m,n,26.8,,"d, RT",,Slow cycle ±10 kN; various failed attempts prior to successful test (due to slippage),,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",250 Nm,0.25
3503,GEV307_R0400_0019,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.475,25.51,25.5,25.505,165.1125,150,150.29,39.6625,,TG 1 phase II,II,14/12/2005,14/12/2005,STC,,-78.13,,-78.13,,,,,,,,,-473.1925203,-473.1925203,,,,,-8243.77,,,1,,,,,,,,,,,1,,,28.47,28.93,,,,,-0.0166,-0.0164,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",OB_TG1_R022,,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",250 Nm,0.25
3504,GEV307_R0400_0017,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.75,25.64,25.5,25.57,172.125,150,150.4,39.4725,,TG 1 phase II,II,14/12/2005,14/12/2005,STC,,-74.35,,-74.35,,,,,,,,,-431.9535221,-431.9535221,,,,,#DELING.DOOR.0!,,,1,,,,,,,,,,,1,,,,,,,,,,,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",OB_TG1_R022,Slow cycle ±10 kN,,x,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",250 Nm,0.25
3505,GEV307_R0400_0013,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.59,25.45,25.42,25.435,167.5178,150,150.16,39.81,,TG 1 phase II,II,13/12/2005,13/12/2005,STC,,-71.17,,-71.17,,,,,,,,,-424.8503741,-424.8503741,,,,,-14844.53,,,1,,,,,,,,,,,1,,,28.62,,,,,,-0.0148,#DELING.DOOR.0!,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",OB_TG1_R022,lots of bending due to crooked tabs,,x,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",250 Nm,0.25
3506,GEV307_R0400_0011,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.665,25.5,25.48,25.49,169.8242,150,149.69,38.4575,,TG 1 phase II,II,13/12/2005,13/12/2005,STC,,-79.11,,-79.11,,,,,,,,,-465.834669,-465.834669,,,,,-8197.71,,,1,,,,,,,,,,,1,,,28.3,28.525,,,,,-0.0165,-0.0163,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",OB_TG1_R022,Slow cycle ±10 kN,,x,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",250 Nm,0.25
3507,GEV307_R0400_0004,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.615,25.45,25.38,25.415,167.8887,150,150.36,39.58,,TG 1 phase II,II,12/12/2005,12/12/2005,STC,,-77.89,,-77.89,,,,,,,,,-463.9383115,-463.9383115,,,,,-8107.97,,,1,,,,,,,,,,,1,,,28.155,29.065,,,,,-0.0165,-0.0160,"250 kN homebuilt, WMC",d,m,n,27.78,,"d, RT",OB_TG1_R022,Slow cycle ±10 kN,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",250 Nm,0.25
3508,GEV206_R0300_1111,177,0.00,WMC,UD2,0,LM,R0300,GE1,3.675,25.25,25.23,25.24,92.72025,145,145.04,34.98,,TG 5 phase I,I,08/12/2005,12/12/2005,RSTT50,0.1,56.93,,56.93,26.58,,,,,,,,613.9974817,613.9974817,286.6687698,,,,7868.74,,,499916,3,3,,,,,,,,,,6.19,,38.91,39.12,36.84,36.72,,,0.0158,0.0157,"100 kN Schenck, WMC","l, d",h,n,27,,"d, RT",OB_TG5_R007,Slow cycle ±10 kN,,,,,,,,,,,GEV207_R0400_1111,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB","200 , 280 ",22.43
3509,GEV206_R0300_1110,177,0.00,WMC,UD2,0,LM,R0300,GE1,3.67,25.27,25.25,25.26,92.6675,145,144.87,34.9125,,TG 5 phase I,I,21/11/2005,28/11/2005,RSTT50,0.1,48.2,,48.2,21,,,,,,,,520.1392074,520.1392074,226.6166671,,,,13272.24,,,4999459,4,4,,,,,,,,,,9.93,,,39.19,38.07,36.96,,,#DELING.DOOR.0!,0.0133,"100 kN Schenck, WMC","l, d",h,n,25.12,,"d, RT",OB_TG5_R007,Slow cycle ±10 kN,,,,,,,,,,,GEV207_R0400_1110,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB","200 , 280 ",139.85
3510,GEV206_R0300_1105,177,0.00,WMC,UD2,0,LM,R0300,GE1,3.66,25.26,25.25,25.255,92.415,145,144.97,34.915,,TG 5 phase I,I,07/12/2005,08/12/2005,RSTT50,0.1,26.6,,48.73,26.6,,,,,,,,287.8320619,527.2953525,287.8320619,,,,6809.96,,,499887,3,3,,,,,,,,,,6.19,,38.655,38.775,37.085,36.665,,,0.0074,0.0074,"100 kN Schenck, WMC","l, d",h,n,,,"d, RT",OB_TG5_R007,Slow cycle ±10 kN,,,,,,,x,,,,GEV207_R0400_1105,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB","200 , 280 ",22.43
3511,GEV206_R0300_1106,177,0.00,WMC,UD2,0,LM,R0300,GE1,3.635,25.28,25.26,25.27,91.8201,145,144.89,34.875,,TG 5 phase I,I,05/12/2005,06/12/2005,RSTC50,0.1,-52.44,,-52.44,26.61,,,,,,,,-571.1167816,-571.1167816,289.8058268,,,,-14462.31,,,499910,3,3,,,,,,,,,,6.19,,,39.49,,,,,#DELING.DOOR.0!,-0.0145,"100 kN Schenck, WMC","l, d",h,n,22.68,,"d, RT",OB_TG5_R007,Slow cycle ±10 kN,,,,,,,,,,,GEV207_R0400_1106,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB","200 , 280 ",22.43
3512,GEV207_S3200_0023,180,51.13,WMC,MD2,0,LM,S3200,GE1,6.27,,,25.65,160.8255,610,,500,,TG 4 phase I,I,25/11/2005,25/11/2005,CA,0.1,45.36,,,45.36,,,,,,,,282.044825,,282.04,,,,#WAARDE!,,,669,1b,2,,,,,,,,,,3.34,,25.7,,,,,,,,"400 kN Schenck, WMC",l,h,n,27.65,,"d, RT",OB_TG4_R012,lots of bending due to mounting,,x,,,,,,,,,GEV207_S3200_0013,"1:50, 2/3","Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",160,0.06
3513,GEV207_S3200_0020,180,51.13,WMC,MD2,0,LM,S3200,GE1,6.57,,,25.24,165.8268,610,,500,,TG 4 phase I,I,16/11/2005,16/11/2005,CA,0.1,33.04,,,33.04,,,,,,,,199.2440305,,199.24,,,,#WAARDE!,,,5229,3,3,,,,,,,,,,6.1,,27.165,,,,,,,,"400 kN Schenck, WMC",l,h,n,27.1,,"d, RT",OB_TG4_R012,,,,,,,,,,,,GEV207_S3200_0010,"1:50, 2/3","Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",160,0.24
3514,GEV207_S3100_0009,133,53.99,WMC,MD2,0,LM,S3100,GE1,7.45,,,25.49,189.9,610,,500,,TG 4 phase I,I,28/11/2005,18/11/2005,CA,0.1,44.85,,,44.85,,,,,,,,236.1769352,,236.18,,,,#WAARDE!,,,5197,2,2,,,,,,,,,,3.34,,31.32,,,,,,,,"400 kN Schenck, WMC",l,h,n,27.8,,"d, RT",OB_TG4_R012,,,,,,,,,,,,,"1:50, 1/3","Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",160,0.43
3515,GEV214_S0700_0004,fill in,#N/B,WMC,TMD,0,LM,S0700,GE1,29.5,138.5,138.5,138.5,4085.75,1980,1974,1180,,TG 4 phase I,I,10/01/2006,11/01/2006,CA,0.1,871.6,,,871.6,,0.73,,0.73,,,,208.8,,208.8,,,,#WAARDE!,,,27482,2,2,,,,,,,,,,0.5,,30.33,,,,,,,,"2500 kN homebuilt, WMC",l,m,n,,,"d, RT",,"strain, thickness, and modulus from averages of strain gauges 1-4, located in the center of the specimen.",,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB","2760 kN pre-tension, no bushings",15.27
3516,GEV214_S0700_0003,fill in,#N/B,WMC,TMD,0,LM,S0700,GE1,28.85,139.5,139.5,139.5,4024.575,1980,1974,1180,,TG 4 phase I,I,09/01/2006,09/01/2006,CA,0.1,1265.7,,,1265.7,,1.04,,1.04,,,,314.4928346,,307.61,,,,#WAARDE!,,,1323,1,1,,,,,,,,,,0.5,,32.515,,,,,,,,"2500 kN homebuilt, WMC",l,m,n,,,"d, RT",,"strain, thickness, and modulus from averages of strain gauges 1-4, located in the center of the specimen.Tapered part of tabs disbonded during first slow cycle at ca. 400 kN",,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB","3400 kN pre-tension, no bushings",0.74
3517,GEV307_R0400_0022,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.52,25.52,25.5,25.51,166.26,150,150.5,39.745,,TG 1 phase II,II,19/12/2005,11/01/2006,CA,-1,22.57,,,22.57,,,,,,,,135.751233,,135.75,,,,#WAARDE!,,,886884,3,3,,,,,,,,,,2.57,,26.69,26.66,,,,,,,"100 kN Schenck, WMC",l,h,n,62.39,,"d, +60°C",,Slow cycle ±10 kN; Test ran only during day. Interrupted several times,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",200,95.86
3518,GEV307_R0400_0021,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.69,25.44,25.42,25.43,170.0598,150,150.2,39.34,,TG 1 phase II,II,16/12/2005,16/12/2005,CA,-1,22.5,,,22.5,,,,,,,,132.3064005,,132.31,,,,#WAARDE!,,,2834,3,3,,,,,,,,,,2.57,,25.51,25.54,,,,,,,"100 kN Schenck, WMC",l,h,n,74.17,,"d, +60°C",,"Slow cycle ±10 kN, first test at 60 degrees, specimen used to calibrate test set-up. Temperature too high during test (exceeded 75 degrees C at failure). Infra-red sensor (T01) unreliable",x,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",200,0.31
3519,GEV307_R0400_0018,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.82,25.48,25.46,25.47,173.6372,150,150.04,39.35,,TG 1 phase II,II,01/12/2005,02/12/2005,CA,-1,30.9,,,30.9,,,,,,,,177.957258,,177.96,,,,#WAARDE!,,,80680,1b,2,,,,,,,,,,1.44,,28.025,28.315,,,,,,,"100 kN Instron, WMC",l,h,n,,,"d, RT",OB_TG3_R026,temperature measurement incorrect,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",100,15.56
3520,GEV307_R0400_0016,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.525,25.5,25.5,25.5,166.3875,150,150.18,39.8,,TG 1 phase II,II,01/12/2005,05/12/2005,CA,-1,30.95,,,30.95,,,,,,,,186.0115694,,186.01,,,,#WAARDE!,,,120841,2,2,,,,,,,,,,1.44,,29.07,29.195,,,,,,,"100 kN Schenck, WMC",l,h,n,21.46,,"d, RT",OB_TG3_R026,Slow cycle ±10 kN,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",200,23.31
3521,GEV307_R0400_0014,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.77,25.52,25.5,25.51,172.635,150,149.84,39.2275,,TG 1 phase II,II,01/12/2005,02/12/2005,CA,-1,39.44,,,39.44,,,,,,,,228.4588872,,228.46,,,,#WAARDE!,,,12575,1b,1b,,,,,,,,,,0.88,,28.48,28.695,,,,,,,"100 kN Schenck, WMC",l,h,n,22.68,,"d, RT",OB_TG3_R026,,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",200,3.97
3522,GEV307_R0400_0012,193,0.00,WMC,MD4,0,LM,R0400,GE2,6.815,25.47,25.47,25.47,173.57805,150,149.88,39.43,,TG 1 phase II,II,01/12/2005,01/12/2005,CA,-1,39.4,,,39.4,,,,,,,,226.9872256,,226.99,,,,#WAARDE!,,,3227,1b,1b,,,,,,,,,,0.88,,27.925,,,,,,,,"100 kN Instron, WMC",l,h,n,,,"d, RT",OB_TG3_R026,temperature sensor disbonded during test,,,,,,,,,,,,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB",100,1.02
